UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
3934,12/19/2016 12:00:00 AM,01:05:34,1.24,48,30.47,84,193.89,5.62,24720,64080
4217,12/19/2016 12:00:00 AM,01:10:17,1.25,47,30.47,85,193.93,3.37,24720,64080
4532,12/19/2016 12:00:00 AM,01:15:32,1.24,47,30.47,86,193.93,3.37,24720,64080
4818,12/19/2016 12:00:00 AM,01:20:18,1.24,47,30.47,87,193.92,5.62,24720,64080
5130,12/19/2016 12:00:00 AM,01:25:30,1.26,47,30.47,87,193.93,3.37,24720,64080
5425,12/19/2016 12:00:00 AM,01:30:25,1.22,47,30.47,87,190.39,3.37,24720,64080
5717,12/19/2016 12:00:00 AM,01:35:17,1.22,46,30.47,88,190.34,4.5,24720,64080
6029,12/19/2016 12:00:00 AM,01:40:29,1.27,46,30.47,88,173.07,3.37,24720,64080
6318,12/19/2016 12:00:00 AM,01:45:18,1.23,46,30.47,88,172.98,5.62,24720,64080
6617,12/19/2016 12:00:00 AM,01:50:17,1.21,46,30.47,88,173.99,5.62,24720,64080
6918,12/19/2016 12:00:00 AM,01:55:18,1.23,46,30.47,88,173.97,4.5,24720,64080
7218,12/19/2016 12:00:00 AM,02:00:18,1.25,46,30.47,88,173.96,3.37,24720,64080
7517,12/19/2016 12:00:00 AM,02:05:17,1.21,46,30.47,88,175.4,6.75,24720,64080
7820,12/19/2016 12:00:00 AM,02:10:20,1.24,46,30.47,87,169.18,5.62,24720,64080
8121,12/19/2016 12:00:00 AM,02:15:21,1.21,46,30.47,86,175.86,5.62,24720,64080
8417,12/19/2016 12:00:00 AM,02:20:17,1.26,46,30.46,86,175.89,3.37,24720,64080
8718,12/19/2016 12:00:00 AM,02:25:18,1.26,46,30.46,87,175.47,4.5,24720,64080
9018,12/19/2016 12:00:00 AM,02:30:18,1.24,46,30.47,87,171.96,4.5,24720,64080
9317,12/19/2016 12:00:00 AM,02:35:17,1.24,46,30.47,86,155.11,3.37,24720,64080
9617,12/19/2016 12:00:00 AM,02:40:17,1.21,46,30.47,87,155.7,3.37,24720,64080
9918,12/19/2016 12:00:00 AM,02:45:18,1.22,46,30.47,87,155.72,3.37,24720,64080
10218,12/19/2016 12:00:00 AM,02:50:18,1.24,46,30.47,86,155.72,1.12,24720,64080
10518,12/19/2016 12:00:00 AM,02:55:18,1.23,46,30.47,85,155.7,2.25,24720,64080
10818,12/19/2016 12:00:00 AM,03:00:18,1.27,47,30.47,84,155.86,3.37,24720,64080
11117,12/19/2016 12:00:00 AM,03:05:17,1.24,47,30.47,84,155.86,1.12,24720,64080
11422,12/19/2016 12:00:00 AM,03:10:22,1.24,47,30.47,83,155.86,1.12,24720,64080
11730,12/19/2016 12:00:00 AM,03:15:30,1.2,48,30.47,82,155.86,2.25,24720,64080
12017,12/19/2016 12:00:00 AM,03:20:17,1.24,48,30.47,82,155.94,4.5,24720,64080
12334,12/19/2016 12:00:00 AM,03:25:34,1.21,47,30.47,83,157.78,4.5,24720,64080
12618,12/19/2016 12:00:00 AM,03:30:18,1.21,46,30.47,85,157.78,4.5,24720,64080
12934,12/19/2016 12:00:00 AM,03:35:34,1.22,46,30.47,86,157.78,3.37,24720,64080
13217,12/19/2016 12:00:00 AM,03:40:17,1.21,45,30.47,87,157.78,4.5,24720,64080
13530,12/19/2016 12:00:00 AM,03:45:30,1.21,45,30.47,88,172.57,7.87,24720,64080
13817,12/19/2016 12:00:00 AM,03:50:17,1.23,45,30.47,88,172.66,4.5,24720,64080
14130,12/19/2016 12:00:00 AM,03:55:30,1.26,44,30.47,89,174.53,5.62,24720,64080
14418,12/19/2016 12:00:00 AM,04:00:18,1.21,44,30.47,89,174.53,4.5,24720,64080
14721,12/19/2016 12:00:00 AM,04:05:21,1.24,44,30.47,90,174.99,5.62,24720,64080
15018,12/19/2016 12:00:00 AM,04:10:18,1.26,44,30.47,90,176.67,4.5,24720,64080
15318,12/19/2016 12:00:00 AM,04:15:18,1.21,44,30.47,90,176.73,5.62,24720,64080
15617,12/19/2016 12:00:00 AM,04:20:17,1.24,44,30.47,90,176.62,4.5,24720,64080
15921,12/19/2016 12:00:00 AM,04:25:21,1.24,44,30.47,89,177.71,5.62,24720,64080
16218,12/19/2016 12:00:00 AM,04:30:18,1.24,44,30.47,88,141.86,4.5,24720,64080
16519,12/19/2016 12:00:00 AM,04:35:19,1.21,44,30.47,89,177.48,6.75,24720,64080
16817,12/19/2016 12:00:00 AM,04:40:17,1.23,44,30.47,89,172.81,5.62,24720,64080
17120,12/19/2016 12:00:00 AM,04:45:20,1.21,44,30.48,88,177.79,5.62,24720,64080
17417,12/19/2016 12:00:00 AM,04:50:17,1.2,44,30.47,88,187.29,6.75,24720,64080
17717,12/19/2016 12:00:00 AM,04:55:17,1.23,44,30.47,89,185.25,6.75,24720,64080
18018,12/19/2016 12:00:00 AM,05:00:18,1.22,44,30.47,89,187.54,6.75,24720,64080
18318,12/19/2016 12:00:00 AM,05:05:18,1.22,44,30.47,90,184.39,7.87,24720,64080
18617,12/19/2016 12:00:00 AM,05:10:17,1.25,45,30.47,90,188.74,6.75,24720,64080
18918,12/19/2016 12:00:00 AM,05:15:18,1.23,45,30.47,90,188.01,6.75,24720,64080
19217,12/19/2016 12:00:00 AM,05:20:17,1.2,45,30.47,89,179.52,5.62,24720,64080
19517,12/19/2016 12:00:00 AM,05:25:17,1.24,45,30.47,89,179.18,5.62,24720,64080
19830,12/19/2016 12:00:00 AM,05:30:30,1.21,45,30.48,89,179.16,5.62,24720,64080
20117,12/19/2016 12:00:00 AM,05:35:17,1.22,45,30.48,89,159.19,4.5,24720,64080
20424,12/19/2016 12:00:00 AM,05:40:24,1.24,45,30.48,89,179.22,9.0,24720,64080
20718,12/19/2016 12:00:00 AM,05:45:18,1.22,45,30.48,89,165.25,6.75,24720,64080
21022,12/19/2016 12:00:00 AM,05:50:22,1.24,46,30.48,89,178.0,5.62,24720,64080
21317,12/19/2016 12:00:00 AM,05:55:17,1.24,46,30.48,89,173.86,5.62,24720,64080
21620,12/19/2016 12:00:00 AM,06:00:20,1.22,46,30.48,89,175.82,5.62,24720,64080
21919,12/19/2016 12:00:00 AM,06:05:19,1.24,46,30.48,89,161.75,4.5,24720,64080
22218,12/19/2016 12:00:00 AM,06:10:18,1.24,46,30.48,88,163.41,7.87,24720,64080
22520,12/19/2016 12:00:00 AM,06:15:20,1.24,46,30.49,88,157.96,7.87,24720,64080
22836,12/19/2016 12:00:00 AM,06:20:36,1.22,46,30.49,87,149.36,6.75,24720,64080
23121,12/19/2016 12:00:00 AM,06:25:21,1.25,46,30.49,87,151.39,5.62,24720,64080
23433,12/19/2016 12:00:00 AM,06:30:33,1.24,46,30.49,87,160.77,2.25,24720,64080
23718,12/19/2016 12:00:00 AM,06:35:18,1.23,46,30.49,87,123.46,4.5,24720,64080
24030,12/19/2016 12:00:00 AM,06:40:30,1.22,46,30.49,88,168.09,4.5,24720,64080
24318,12/19/2016 12:00:00 AM,06:45:18,1.23,46,30.5,88,155.57,5.62,24720,64080
24627,12/19/2016 12:00:00 AM,06:50:27,1.7,46,30.5,89,187.0,4.5,24720,64080
24919,12/19/2016 12:00:00 AM,06:55:19,2.24,46,30.51,89,129.81,7.87,24720,64080
25217,12/19/2016 12:00:00 AM,07:00:17,3.44,46,30.5,90,146.48,12.37,24720,64080
25518,12/19/2016 12:00:00 AM,07:05:18,6.86,46,30.51,91,138.52,7.87,24720,64080
25822,12/19/2016 12:00:00 AM,07:10:22,11.25,46,30.51,91,182.62,9.0,24720,64080
26117,12/19/2016 12:00:00 AM,07:15:17,15.72,46,30.51,91,156.37,5.62,24720,64080
26434,12/19/2016 12:00:00 AM,07:20:34,16.49,46,30.51,91,153.81,10.12,24720,64080
26718,12/19/2016 12:00:00 AM,07:25:18,19.05,46,30.51,91,171.65,3.37,24720,64080
27033,12/19/2016 12:00:00 AM,07:30:33,24.7,46,30.51,91,183.11,2.25,24720,64080
27318,12/19/2016 12:00:00 AM,07:35:18,26.61,47,30.51,91,157.1,4.5,24720,64080
27617,12/19/2016 12:00:00 AM,07:40:17,32.98,47,30.51,90,116.56,4.5,24720,64080
27933,12/19/2016 12:00:00 AM,07:45:33,41.7,47,30.51,91,148.14,6.75,24720,64080
28218,12/19/2016 12:00:00 AM,07:50:18,48.83,47,30.51,90,128.95,4.5,24720,64080
28543,12/19/2016 12:00:00 AM,07:55:43,47.99,48,30.51,89,103.91,5.62,24720,64080
28820,12/19/2016 12:00:00 AM,08:00:20,53.13,48,30.51,89,143.26,4.5,24720,64080
29141,12/19/2016 12:00:00 AM,08:05:41,62.86,48,30.51,89,129.94,6.75,24720,64080
29420,12/19/2016 12:00:00 AM,08:10:20,69.99,48,30.51,89,174.58,4.5,24720,64080
29736,12/19/2016 12:00:00 AM,08:15:36,68.13,48,30.51,89,154.35,6.75,24720,64080
30033,12/19/2016 12:00:00 AM,08:20:33,68.64,48,30.51,90,101.31,9.0,24720,64080
30318,12/19/2016 12:00:00 AM,08:25:18,73.81,48,30.52,90,136.18,7.87,24720,64080
30617,12/19/2016 12:00:00 AM,08:30:17,81.12,49,30.52,90,139.56,7.87,24720,64080
30917,12/19/2016 12:00:00 AM,08:35:17,88.68,49,30.52,90,130.72,7.87,24720,64080
31219,12/19/2016 12:00:00 AM,08:40:19,90.27,49,30.52,90,116.51,6.75,24720,64080
31532,12/19/2016 12:00:00 AM,08:45:32,88.7,49,30.52,90,140.74,6.75,24720,64080
31818,12/19/2016 12:00:00 AM,08:50:18,97.14,49,30.52,89,163.09,6.75,24720,64080
32129,12/19/2016 12:00:00 AM,08:55:29,96.78,49,30.52,88,168.2,9.0,24720,64080
32417,12/19/2016 12:00:00 AM,09:00:17,99.77,50,30.52,88,157.63,7.87,24720,64080
32725,12/19/2016 12:00:00 AM,09:05:25,116.43,50,30.52,87,161.94,7.87,24720,64080
33020,12/19/2016 12:00:00 AM,09:10:20,152.93,50,30.53,87,166.77,7.87,24720,64080
33318,12/19/2016 12:00:00 AM,09:15:18,168.64,50,30.53,86,149.34,7.87,24720,64080
33621,12/19/2016 12:00:00 AM,09:20:21,196.71,51,30.52,87,153.49,7.87,24720,64080
33952,12/19/2016 12:00:00 AM,09:25:52,188.29,51,30.52,86,172.28,10.12,24720,64080
34218,12/19/2016 12:00:00 AM,09:30:18,210.41,52,30.52,86,156.19,9.0,24720,64080
34527,12/19/2016 12:00:00 AM,09:35:27,257.41,52,30.53,85,143.94,12.37,24720,64080
34817,12/19/2016 12:00:00 AM,09:40:17,269.53,53,30.53,84,154.09,7.87,24720,64080
35117,12/19/2016 12:00:00 AM,09:45:17,264.8,53,30.53,84,125.81,6.75,24720,64080
35418,12/19/2016 12:00:00 AM,09:50:18,264.44,53,30.53,83,160.17,4.5,24720,64080
35722,12/19/2016 12:00:00 AM,09:55:22,241.48,54,30.54,83,154.92,7.87,24720,64080
36017,12/19/2016 12:00:00 AM,10:00:17,247.11,54,30.54,82,138.64,6.75,24720,64080
36318,12/19/2016 12:00:00 AM,10:05:18,262.6,55,30.54,81,155.04,2.25,24720,64080
36618,12/19/2016 12:00:00 AM,10:10:18,263.67,55,30.54,80,167.99,6.75,24720,64080
36917,12/19/2016 12:00:00 AM,10:15:17,275.7,55,30.54,81,167.09,4.5,24720,64080
37217,12/19/2016 12:00:00 AM,10:20:17,315.88,55,30.54,81,147.36,5.62,24720,64080
37518,12/19/2016 12:00:00 AM,10:25:18,326.16,56,30.53,77,138.62,2.25,24720,64080
37817,12/19/2016 12:00:00 AM,10:30:17,320.13,56,30.53,76,107.51,3.37,24720,64080
38118,12/19/2016 12:00:00 AM,10:35:18,329.94,56,30.53,80,63.39,4.5,24720,64080
38417,12/19/2016 12:00:00 AM,10:40:17,358.25,56,30.53,79,143.01,2.25,24720,64080
38718,12/19/2016 12:00:00 AM,10:45:18,357.55,57,30.53,79,178.69,7.87,24720,64080
39036,12/19/2016 12:00:00 AM,10:50:36,389.62,57,30.52,77,149.15,9.0,24720,64080
39318,12/19/2016 12:00:00 AM,10:55:18,358.9,57,30.53,76,166.55,4.5,24720,64080
39618,12/19/2016 12:00:00 AM,11:00:18,351.33,57,30.53,78,100.78,7.87,24720,64080
39917,12/19/2016 12:00:00 AM,11:05:17,366.48,57,30.53,78,143.59,18.0,24720,64080
40217,12/19/2016 12:00:00 AM,11:10:17,325.51,56,30.52,81,99.5,9.0,24720,64080
40517,12/19/2016 12:00:00 AM,11:15:17,228.65,56,30.52,80,157.62,3.37,24720,64080
40821,12/19/2016 12:00:00 AM,11:20:21,230.39,55,30.52,80,56.36,2.25,24720,64080
41136,12/19/2016 12:00:00 AM,11:25:36,223.15,55,30.51,79,105.39,4.5,24720,64080
41417,12/19/2016 12:00:00 AM,11:30:17,235.24,55,30.52,77,87.21,3.37,24720,64080
41733,12/19/2016 12:00:00 AM,11:35:33,350.01,55,30.52,79,114.2,7.87,24720,64080
42024,12/19/2016 12:00:00 AM,11:40:24,447.51,55,30.52,80,36.33,2.25,24720,64080
42329,12/19/2016 12:00:00 AM,11:45:29,886.26,55,30.52,79,79.56,3.37,24720,64080
42618,12/19/2016 12:00:00 AM,11:50:18,487.82,55,30.52,78,38.25,4.5,24720,64080
42927,12/19/2016 12:00:00 AM,11:55:27,515.07,56,30.52,77,37.49,7.87,24720,64080
43218,12/19/2016 12:00:00 AM,12:00:18,721.23,56,30.52,79,185.01,4.5,24720,64080
43523,12/19/2016 12:00:00 AM,12:05:23,512.32,56,30.51,80,82.07,9.0,24720,64080
43818,12/19/2016 12:00:00 AM,12:10:18,614.7,57,30.51,77,200.27,4.5,24720,64080
44117,12/19/2016 12:00:00 AM,12:15:17,759.87,58,30.51,65,221.61,2.25,24720,64080
44417,12/19/2016 12:00:00 AM,12:20:17,441.93,59,30.51,65,223.29,3.37,24720,64080
44721,12/19/2016 12:00:00 AM,12:25:21,688.0,60,30.51,61,241.97,1.12,24720,64080
45035,12/19/2016 12:00:00 AM,12:30:35,945.49,60,30.51,65,336.67,4.5,24720,64080
45329,12/19/2016 12:00:00 AM,12:35:29,925.64,60,30.51,67,359.82,2.25,24720,64080
45631,12/19/2016 12:00:00 AM,12:40:31,803.03,60,30.51,67,92.22,4.5,24720,64080
45918,12/19/2016 12:00:00 AM,12:45:18,876.1,60,30.51,72,28.2,6.75,24720,64080
46243,12/19/2016 12:00:00 AM,12:50:43,876.02,59,30.5,73,2.9,5.62,24720,64080
46517,12/19/2016 12:00:00 AM,12:55:17,705.41,59,30.5,75,42.15,6.75,24720,64080
46824,12/19/2016 12:00:00 AM,13:00:24,920.35,59,30.5,78,336.35,6.75,24720,64080
47117,12/19/2016 12:00:00 AM,13:05:17,884.2,59,30.5,75,47.46,7.87,24720,64080
47418,12/19/2016 12:00:00 AM,13:10:18,153.5,59,30.5,75,40.19,7.87,24720,64080
47717,12/19/2016 12:00:00 AM,13:15:17,276.51,58,30.5,76,37.91,10.12,24720,64080
48017,12/19/2016 12:00:00 AM,13:20:17,149.1,57,30.49,83,3.09,6.75,24720,64080
48318,12/19/2016 12:00:00 AM,13:25:18,157.31,57,30.49,85,16.45,2.25,24720,64080
48634,12/19/2016 12:00:00 AM,13:30:34,607.57,56,30.49,89,27.73,2.25,24720,64080
48920,12/19/2016 12:00:00 AM,13:35:20,83.73,56,30.49,93,12.9,5.62,24720,64080
49236,12/19/2016 12:00:00 AM,13:40:36,225.91,56,30.49,95,68.32,6.75,24720,64080
49517,12/19/2016 12:00:00 AM,13:45:17,259.07,55,30.49,95,37.34,4.5,24720,64080
49833,12/19/2016 12:00:00 AM,13:50:33,427.03,55,30.49,96,114.59,2.25,24720,64080
50118,12/19/2016 12:00:00 AM,13:55:18,271.2,56,30.49,96,77.04,2.25,24720,64080
50440,12/19/2016 12:00:00 AM,14:00:40,185.28,56,30.49,95,79.06,3.37,24720,64080
50717,12/19/2016 12:00:00 AM,14:05:17,336.31,56,30.49,95,69.35,2.25,24720,64080
51035,12/19/2016 12:00:00 AM,14:10:35,135.66,56,30.49,95,60.38,4.5,24720,64080
51318,12/19/2016 12:00:00 AM,14:15:18,95.98,56,30.49,95,5.1,3.37,24720,64080
51617,12/19/2016 12:00:00 AM,14:20:17,82.52,55,30.49,96,35.59,3.37,24720,64080
51917,12/19/2016 12:00:00 AM,14:25:17,92.65,55,30.49,96,50.67,4.5,24720,64080
52218,12/19/2016 12:00:00 AM,14:30:18,145.5,55,30.49,97,70.62,3.37,24720,64080
52518,12/19/2016 12:00:00 AM,14:35:18,134.95,55,30.49,98,131.01,4.5,24720,64080
52817,12/19/2016 12:00:00 AM,14:40:17,110.05,55,30.49,98,138.03,3.37,24720,64080
53117,12/19/2016 12:00:00 AM,14:45:17,126.09,55,30.49,98,117.27,3.37,24720,64080
53418,12/19/2016 12:00:00 AM,14:50:18,166.17,55,30.49,98,137.44,6.75,24720,64080
53717,12/19/2016 12:00:00 AM,14:55:17,168.19,55,30.49,97,110.83,6.75,24720,64080
54018,12/19/2016 12:00:00 AM,15:00:18,162.58,55,30.49,95,116.6,5.62,24720,64080
54620,12/19/2016 12:00:00 AM,15:10:20,650.89,56,30.49,95,105.0,5.62,24720,64080
54918,12/19/2016 12:00:00 AM,15:15:18,535.47,56,30.49,94,65.48,0.0,24720,64080
55217,12/19/2016 12:00:00 AM,15:20:17,520.06,57,30.49,94,24.22,3.37,24720,64080
55518,12/19/2016 12:00:00 AM,15:25:18,576.04,57,30.49,94,7.95,4.5,24720,64080
55817,12/19/2016 12:00:00 AM,15:30:17,518.1,57,30.49,94,74.54,2.25,24720,64080
56117,12/19/2016 12:00:00 AM,15:35:17,320.98,57,30.49,94,16.78,3.37,24720,64080
56420,12/19/2016 12:00:00 AM,15:40:20,474.23,57,30.49,93,112.49,3.37,24720,64080
56718,12/19/2016 12:00:00 AM,15:45:18,274.79,57,30.49,93,80.64,4.5,24720,64080
57017,12/19/2016 12:00:00 AM,15:50:17,380.39,57,30.49,94,126.51,5.62,24720,64080
57318,12/19/2016 12:00:00 AM,15:55:18,355.77,57,30.48,92,63.02,3.37,24720,64080
57618,12/19/2016 12:00:00 AM,16:00:18,365.57,58,30.48,92,95.72,3.37,24720,64080
57917,12/19/2016 12:00:00 AM,16:05:17,360.08,58,30.48,93,166.74,4.5,24720,64080
58217,12/19/2016 12:00:00 AM,16:10:17,349.77,58,30.49,91,140.87,4.5,24720,64080
58517,12/19/2016 12:00:00 AM,16:15:17,328.24,58,30.49,91,70.94,4.5,24720,64080
58820,12/19/2016 12:00:00 AM,16:20:20,306.47,58,30.49,90,128.08,5.62,24720,64080
59118,12/19/2016 12:00:00 AM,16:25:18,290.04,59,30.49,87,92.6,3.37,24720,64080
59418,12/19/2016 12:00:00 AM,16:30:18,119.82,59,30.49,90,68.53,6.75,24720,64080
59717,12/19/2016 12:00:00 AM,16:35:17,160.04,57,30.49,92,47.96,4.5,24720,64080
60021,12/19/2016 12:00:00 AM,16:40:21,83.94,56,30.5,95,83.08,5.62,24720,64080
60318,12/19/2016 12:00:00 AM,16:45:18,38.66,55,30.5,96,80.43,2.25,24720,64080
60617,12/19/2016 12:00:00 AM,16:50:17,94.83,55,30.5,97,60.96,4.5,24720,64080
60917,12/19/2016 12:00:00 AM,16:55:17,45.61,55,30.5,97,88.77,5.62,24720,64080
61217,12/19/2016 12:00:00 AM,17:00:17,69.44,55,30.5,98,94.14,3.37,24720,64080
61518,12/19/2016 12:00:00 AM,17:05:18,48.28,54,30.5,98,70.88,4.5,24720,64080
61817,12/19/2016 12:00:00 AM,17:10:17,27.49,54,30.5,98,134.9,4.5,24720,64080
62121,12/19/2016 12:00:00 AM,17:15:21,23.63,54,30.5,98,139.72,4.5,24720,64080
62418,12/19/2016 12:00:00 AM,17:20:18,16.16,54,30.5,95,124.49,6.75,24720,64080
62718,12/19/2016 12:00:00 AM,17:25:18,12.57,54,30.5,91,133.12,2.25,24720,64080
63018,12/19/2016 12:00:00 AM,17:30:18,10.75,54,30.5,88,135.98,6.75,24720,64080
63319,12/19/2016 12:00:00 AM,17:35:19,9.15,54,30.5,92,105.13,5.62,24720,64080
63618,12/19/2016 12:00:00 AM,17:40:18,6.8,53,30.5,95,129.42,4.5,24720,64080
63917,12/19/2016 12:00:00 AM,17:45:17,4.94,52,30.5,96,133.44,3.37,24720,64080
64248,12/19/2016 12:00:00 AM,17:50:48,3.28,52,30.5,94,122.36,2.25,24720,64080
64517,12/19/2016 12:00:00 AM,17:55:17,2.2,51,30.5,88,162.88,4.5,24720,64080
64827,12/19/2016 12:00:00 AM,18:00:27,1.29,52,30.51,87,64.57,2.25,24720,64080
65117,12/19/2016 12:00:00 AM,18:05:17,1.24,52,30.51,94,54.99,1.12,24720,64080
65419,12/19/2016 12:00:00 AM,18:10:19,1.24,51,30.51,96,182.87,6.75,24720,64080
65746,12/19/2016 12:00:00 AM,18:15:46,1.22,50,30.51,96,149.08,4.5,24720,64080
66018,12/19/2016 12:00:00 AM,18:20:18,1.26,50,30.51,97,122.93,7.87,24720,64080
66322,12/19/2016 12:00:00 AM,18:25:22,1.21,50,30.51,98,150.1,9.0,24720,64080
66640,12/19/2016 12:00:00 AM,18:30:40,1.23,49,30.52,98,136.96,7.87,24720,64080
66917,12/19/2016 12:00:00 AM,18:35:17,1.23,49,30.52,99,142.55,7.87,24720,64080
67218,12/19/2016 12:00:00 AM,18:40:18,1.23,49,30.52,99,153.37,5.62,24720,64080
67523,12/19/2016 12:00:00 AM,18:45:23,1.26,48,30.52,98,171.69,5.62,24720,64080
67819,12/19/2016 12:00:00 AM,18:50:19,1.24,48,30.52,93,164.44,7.87,24720,64080
68118,12/19/2016 12:00:00 AM,18:55:18,1.25,49,30.52,89,187.09,7.87,24720,64080
68418,12/19/2016 12:00:00 AM,19:00:18,1.22,50,30.52,87,168.59,7.87,24720,64080
68721,12/19/2016 12:00:00 AM,19:05:21,1.24,50,30.52,85,152.99,6.75,24720,64080
69017,12/19/2016 12:00:00 AM,19:10:17,1.24,50,30.53,85,180.09,6.75,24720,64080
69317,12/19/2016 12:00:00 AM,19:15:17,1.27,50,30.53,84,181.29,7.87,24720,64080
69618,12/19/2016 12:00:00 AM,19:20:18,1.24,50,30.53,85,192.64,7.87,24720,64080
69920,12/19/2016 12:00:00 AM,19:25:20,1.23,50,30.53,85,171.68,5.62,24720,64080
70218,12/19/2016 12:00:00 AM,19:30:18,1.26,50,30.54,84,180.03,5.62,24720,64080
70520,12/19/2016 12:00:00 AM,19:35:20,1.23,50,30.54,84,171.65,6.75,24720,64080
70834,12/19/2016 12:00:00 AM,19:40:34,1.24,50,30.54,85,162.45,7.87,24720,64080
71118,12/19/2016 12:00:00 AM,19:45:18,1.23,50,30.54,84,172.56,10.12,24720,64080
71432,12/19/2016 12:00:00 AM,19:50:32,1.23,50,30.54,85,164.74,6.75,24720,64080
71721,12/19/2016 12:00:00 AM,19:55:21,1.24,50,30.54,85,172.83,5.62,24720,64080
72032,12/19/2016 12:00:00 AM,20:00:32,1.23,50,30.54,85,181.37,7.87,24720,64080
72317,12/19/2016 12:00:00 AM,20:05:17,1.24,49,30.54,85,158.5,6.75,24720,64080
72637,12/19/2016 12:00:00 AM,20:10:37,1.23,49,30.55,85,187.44,6.75,24720,64080
72917,12/19/2016 12:00:00 AM,20:15:17,1.23,49,30.55,85,196.58,7.87,24720,64080
73218,12/19/2016 12:00:00 AM,20:20:18,1.24,49,30.55,86,178.22,9.0,24720,64080
73518,12/19/2016 12:00:00 AM,20:25:18,1.23,49,30.55,86,187.08,5.62,24720,64080
73835,12/19/2016 12:00:00 AM,20:30:35,1.26,49,30.55,86,164.91,6.75,24720,64080
74118,12/19/2016 12:00:00 AM,20:35:18,1.27,49,30.55,86,177.6,9.0,24720,64080
74433,12/19/2016 12:00:00 AM,20:40:33,1.27,49,30.55,86,179.56,7.87,24720,64080
74718,12/19/2016 12:00:00 AM,20:45:18,1.27,49,30.55,86,147.51,9.0,24720,64080
75019,12/19/2016 12:00:00 AM,20:50:19,1.23,49,30.55,85,159.05,9.0,24720,64080
75337,12/19/2016 12:00:00 AM,20:55:37,1.27,49,30.56,85,149.61,6.75,24720,64080
75618,12/19/2016 12:00:00 AM,21:00:18,1.24,49,30.56,85,172.81,7.87,24720,64080
75933,12/19/2016 12:00:00 AM,21:05:33,1.26,49,30.56,84,148.01,9.0,24720,64080
76219,12/19/2016 12:00:00 AM,21:10:19,1.25,49,30.56,84,174.61,10.12,24720,64080
76517,12/19/2016 12:00:00 AM,21:15:17,1.23,49,30.56,83,156.15,6.75,24720,64080
76818,12/19/2016 12:00:00 AM,21:20:18,1.25,49,30.56,83,189.21,5.62,24720,64080
77134,12/19/2016 12:00:00 AM,21:25:34,1.22,49,30.56,84,173.33,7.87,24720,64080
77417,12/19/2016 12:00:00 AM,21:30:17,1.23,49,30.56,84,168.5,5.62,24720,64080
77718,12/19/2016 12:00:00 AM,21:35:18,1.26,49,30.56,83,183.07,7.87,24720,64080
78025,12/19/2016 12:00:00 AM,21:40:25,1.26,49,30.56,83,169.37,10.12,24720,64080
78317,12/19/2016 12:00:00 AM,21:45:17,1.23,49,30.56,82,184.14,7.87,24720,64080
78618,12/19/2016 12:00:00 AM,21:50:18,1.25,49,30.56,82,166.61,9.0,24720,64080
78918,12/19/2016 12:00:00 AM,21:55:18,1.27,49,30.56,82,157.28,7.87,24720,64080
79220,12/19/2016 12:00:00 AM,22:00:20,1.24,49,30.56,82,177.25,9.0,24720,64080
79540,12/19/2016 12:00:00 AM,22:05:40,1.26,49,30.56,83,171.18,7.87,24720,64080
79818,12/19/2016 12:00:00 AM,22:10:18,1.23,48,30.56,83,192.22,7.87,24720,64080
80135,12/19/2016 12:00:00 AM,22:15:35,1.21,48,30.56,83,166.95,7.87,24720,64080
80420,12/19/2016 12:00:00 AM,22:20:20,1.23,48,30.55,83,182.8,5.62,24720,64080
80717,12/19/2016 12:00:00 AM,22:25:17,1.26,48,30.55,83,178.67,7.87,24720,64080
81021,12/19/2016 12:00:00 AM,22:30:21,1.22,48,30.55,83,182.13,6.75,24720,64080
81317,12/19/2016 12:00:00 AM,22:35:17,1.23,48,30.55,82,172.94,5.62,24720,64080
81618,12/19/2016 12:00:00 AM,22:40:18,1.23,48,30.55,83,191.86,9.0,24720,64080
81919,12/19/2016 12:00:00 AM,22:45:19,1.26,48,30.55,83,192.06,6.75,24720,64080
82218,12/19/2016 12:00:00 AM,22:50:18,1.24,48,30.55,83,172.12,6.75,24720,64080
82521,12/19/2016 12:00:00 AM,22:55:21,1.24,48,30.55,83,168.71,9.0,24720,64080
82818,12/19/2016 12:00:00 AM,23:00:18,1.27,48,30.55,83,162.72,9.0,24720,64080
83122,12/19/2016 12:00:00 AM,23:05:22,1.22,48,30.55,82,172.98,7.87,24720,64080
83417,12/19/2016 12:00:00 AM,23:10:17,1.25,48,30.55,82,189.84,6.75,24720,64080
83717,12/19/2016 12:00:00 AM,23:15:17,1.22,48,30.54,82,172.61,9.0,24720,64080
84018,12/19/2016 12:00:00 AM,23:20:18,1.2,48,30.54,82,191.01,7.87,24720,64080
84317,12/19/2016 12:00:00 AM,23:25:17,1.27,48,30.54,82,178.7,6.75,24720,64080
84618,12/19/2016 12:00:00 AM,23:30:18,1.18,47,30.54,83,174.64,7.87,24720,64080
84917,12/19/2016 12:00:00 AM,23:35:17,1.19,47,30.54,83,187.96,7.87,24720,64080
85220,12/19/2016 12:00:00 AM,23:40:20,1.24,47,30.54,83,161.36,9.0,24720,64080
85520,12/19/2016 12:00:00 AM,23:45:20,1.22,47,30.54,84,184.88,6.75,24720,64080
85818,12/19/2016 12:00:00 AM,23:50:18,1.21,47,30.54,84,188.34,9.0,24720,64080
